TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xb70d3c583230,TCPv6,::,49665,::,0,LISTENING,512,wininit.exe,2026-02-09 20:29:46.000000 UTC
0,0xb70d3c5834f0,TCPv4,0.0.0.0,135,0.0.0.0,0,LISTENING,892,svchost.exe,2026-02-09 20:29:46.000000 UTC
0,0xb70d3c583650,TCPv4,0.0.0.0,49664,0.0.0.0,0,LISTENING,668,lsass.exe,2026-02-09 20:29:46.000000 UTC
0,0xb70d3c5bce60,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:33.000000 UTC
0,0xb70d3c5bce60,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:33.000000 UTC
0,0xb70d3c652830,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:33.000000 UTC
0,0xb70d3c652830,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:33.000000 UTC
0,0xb70d3c653640,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:31.000000 UTC
0,0xb70d3c653640,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:31.000000 UTC
0,0xb70d402551f0,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d402551f0,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d402556a0,UDPv4,0.0.0.0,0,*,0,,9084,M365Copilot.ex,2026-02-09 22:06:33.000000 UTC
0,0xb70d402556a0,UDPv6,::,0,*,0,,9084,M365Copilot.ex,2026-02-09 22:06:33.000000 UTC
0,0xb70d40255b50,UDPv4,0.0.0.0,0,*,0,,9084,M365Copilot.ex,2026-02-09 22:06:24.000000 UTC
0,0xb70d40255b50,UDPv6,::,0,*,0,,9084,M365Copilot.ex,2026-02-09 22:06:24.000000 UTC
0,0xb70d40255e70,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:33.000000 UTC
0,0xb70d40255e70,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:33.000000 UTC
0,0xb70d40256190,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d40256190,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d402564b0,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d402564b0,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d40257130,UDPv4,0.0.0.0,0,*,0,,1400,VBoxService.ex,2026-02-09 22:06:35.000000 UTC
0,0xb70d40257450,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d40257450,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d402575e0,UDPv4,0.0.0.0,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
0,0xb70d402575e0,UDPv6,::,0,*,0,,904,svchost.exe,2026-02-09 22:06:32.000000 UTC
