TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File output
0,3068,624,svchost.exe,0xb70d4130a080,11,-,0,False,2026-02-09 21:29:46.000000 UTC,N/A,Disabled
0,3340,624,svchost.exe,0xb70d413e6300,5,-,0,False,2026-02-09 21:29:50.000000 UTC,N/A,Disabled
0,3504,624,svchost.exe,0xb70d415b02c0,1,-,0,False,2026-02-09 21:29:52.000000 UTC,N/A,Disabled
0,3528,768,dllhost.exe,0xb70d415b2300,4,-,0,False,2026-02-09 21:29:52.000000 UTC,N/A,Disabled
0,3656,624,svchost.exe,0xb70d413df340,2,-,0,False,2026-02-09 21:29:53.000000 UTC,N/A,Disabled
0,3696,624,SearchIndexer.,0xb70d4164a280,16,-,0,False,2026-02-09 21:29:53.000000 UTC,N/A,Disabled
0,3964,2668,AggregatorHost,0xb70d41778080,4,-,0,False,2026-02-09 21:30:01.000000 UTC,N/A,Disabled
0,4092,624,svchost.exe,0xb70d415b1300,0,-,0,False,2026-02-09 21:30:05.000000 UTC,2026-02-09 21:41:44.000000 UTC,Disabled
0,3908,624,NisSrv.exe,0xb70d418e2300,3,-,0,False,2026-02-09 21:30:27.000000 UTC,N/A,Disabled
0,448,624,svchost.exe,0xb70d413ae080,8,-,0,False,2026-02-09 21:32:03.000000 UTC,N/A,Disabled
0,904,624,svchost.exe,0xb70d4028e300,13,-,0,False,2026-02-09 21:32:03.000000 UTC,N/A,Disabled
0,1472,624,svchost.exe,0xb70d41218080,5,-,0,False,2026-02-09 21:32:04.000000 UTC,N/A,Disabled
0,3952,624,svchost.exe,0xb70d41a21280,7,-,0,False,2026-02-09 21:32:05.000000 UTC,N/A,Disabled
0,2620,624,svchost.exe,0xb70d418d6300,4,-,0,False,2026-02-09 21:32:05.000000 UTC,N/A,Disabled
0,1384,624,svchost.exe,0xb70d41acc340,8,-,0,False,2026-02-09 21:32:06.000000 UTC,N/A,Disabled
0,2380,768,MoUsoCoreWorke,0xb70d41ca3080,12,-,0,False,2026-02-09 21:34:02.000000 UTC,N/A,Disabled
0,3400,2380,wuauclt.exe,0xb70d41ca5080,5,-,0,False,2026-02-09 21:34:07.000000 UTC,N/A,Disabled
0,364,624,TrustedInstall,0xb70d40d4d280,5,-,0,False,2026-02-09 21:34:09.000000 UTC,N/A,Disabled
0,820,768,TiWorker.exe,0xb70d412130c0,5,-,0,False,2026-02-09 21:34:10.000000 UTC,N/A,Disabled
0,3196,624,svchost.exe,0xb70d41fdc280,0,-,0,False,2026-02-09 21:35:01.000000 UTC,2026-02-09 21:35:05.000000 UTC,Disabled
0,4208,1956,sihost.exe,0xb70d41fe6300,14,-,1,False,2026-02-09 21:35:26.000000 UTC,N/A,Disabled
0,4216,624,svchost.exe,0xb70d435d9080,9,-,1,False,2026-02-09 21:35:26.000000 UTC,N/A,Disabled
0,4272,624,svchost.exe,0xb70d438cc080,4,-,1,False,2026-02-09 21:35:27.000000 UTC,N/A,Disabled
0,4336,624,svchost.exe,0xb70d43591080,9,-,0,False,2026-02-09 21:35:27.000000 UTC,N/A,Disabled
0,4416,1292,MicrosoftEdgeU,0xb70d4381e340,4,-,0,True,2026-02-09 21:35:27.000000 UTC,N/A,Disabled
0,4488,1292,taskhostw.exe,0xb70d43dd2080,9,-,1,False,2026-02-09 21:35:27.000000 UTC,N/A,Disabled
0,4644,624,svchost.exe,0xb70d4376d2c0,4,-,0,False,2026-02-09 21:35:28.000000 UTC,N/A,Disabled
0,4724,4644,ctfmon.exe,0xb70d41a112c0,8,-,1,False,2026-02-09 21:35:28.000000 UTC,N/A,Disabled
0,6136,608,userinit.exe,0xb70d438d5300,0,-,1,False,2026-02-09 21:35:30.000000 UTC,2026-02-09 21:36:01.000000 UTC,Disabled
0,4140,6136,explorer.exe,0xb70d43cca080,58,-,1,False,2026-02-09 21:35:31.000000 UTC,N/A,Disabled
0,6400,624,svchost.exe,0xb70d41ba0080,4,-,0,False,2026-02-09 21:35:34.000000 UTC,N/A,Disabled
0,6456,624,svchost.exe,0xb70d434df2c0,9,-,0,False,2026-02-09 21:35:35.000000 UTC,N/A,Disabled
0,6628,624,svchost.exe,0xb70d43dd42c0,11,-,1,False,2026-02-09 21:35:37.000000 UTC,N/A,Disabled
0,6056,624,svchost.exe,0xb70d41ef7080,4,-,1,False,2026-02-09 21:35:42.000000 UTC,N/A,Disabled
0,6840,768,StartMenuExper,0xb70d43ef6080,10,-,1,False,2026-02-09 21:35:46.000000 UTC,N/A,Disabled
0,6788,768,RuntimeBroker.,0xb70d43963080,2,-,1,False,2026-02-09 21:35:48.000000 UTC,N/A,Disabled
0,7232,768,SearchApp.exe,0xb70d43760340,40,-,1,False,2026-02-09 21:35:51.000000 UTC,N/A,Disabled
0,7344,768,RuntimeBroker.,0xb70d439f4080,9,-,1,False,2026-02-09 21:35:52.000000 UTC,N/A,Disabled
0,7452,624,svchost.exe,0xb70d438e3080,6,-,0,False,2026-02-09 21:35:53.000000 UTC,N/A,Disabled
0,7704,768,ShellExperienc,0xb70d455cf080,9,-,1,False,2026-02-09 21:35:55.000000 UTC,N/A,Disabled
0,7752,768,dllhost.exe,0xb70d458e9240,5,-,1,False,2026-02-09 21:35:56.000000 UTC,N/A,Disabled
0,8168,768,RuntimeBroker.,0xb70d438d2080,1,-,1,False,2026-02-09 21:36:01.000000 UTC,N/A,Disabled
0,7080,4140,SecurityHealth,0xb70d459e0080,1,-,1,False,2026-02-09 21:36:07.000000 UTC,N/A,Disabled
0,7072,624,SecurityHealth,0xb70d45ae60c0,6,-,0,False,2026-02-09 21:36:08.000000 UTC,N/A,Disabled
0,7160,4140,VBoxTray.exe,0xb70d45af5080,11,-,1,False,2026-02-09 21:36:09.000000 UTC,N/A,Disabled
0,7620,4140,OneDrive.exe,0xb70d45dd60c0,23,-,1,False,2026-02-09 21:36:10.000000 UTC,N/A,Disabled
0,4324,4140,msedge.exe,0xb70d443c62c0,56,-,1,False,2026-02-09 21:36:12.000000 UTC,N/A,Disabled
0,6560,624,svchost.exe,0xb70d459e42c0,7,-,0,False,2026-02-09 21:36:20.000000 UTC,N/A,Disabled
0,708,4324,msedge.exe,0xb70d464950c0,7,-,1,False,2026-02-09 21:36:20.000000 UTC,N/A,Disabled
0,4448,624,svchost.exe,0xb70d467350c0,1,-,0,False,2026-02-09 21:36:21.000000 UTC,N/A,Disabled
0,6428,4324,msedge.exe,0xb70d450f6080,18,-,1,False,2026-02-09 21:36:22.000000 UTC,N/A,Disabled
0,2500,4324,msedge.exe,0xb70d45adc080,14,-,1,False,2026-02-09 21:36:22.000000 UTC,N/A,Disabled
0,784,4324,msedge.exe,0xb70d43648080,10,-,1,False,2026-02-09 21:36:22.000000 UTC,N/A,Disabled
0,8324,4324,msedge.exe,0xb70d463e70c0,17,-,1,False,2026-02-09 21:36:25.000000 UTC,N/A,Disabled
0,8344,4324,msedge.exe,0xb70d459ec2c0,16,-,1,False,2026-02-09 21:36:25.000000 UTC,N/A,Disabled
0,8580,4324,msedge.exe,0xb70d461f5080,15,-,1,False,2026-02-09 21:36:28.000000 UTC,N/A,Disabled
0,9084,8592,M365Copilot.ex,0xb70d40ae7080,30,-,1,False,2026-02-09 21:36:47.000000 UTC,N/A,Disabled
0,7404,768,RuntimeBroker.,0xb70d466a3080,1,-,1,False,2026-02-09 21:36:58.000000 UTC,N/A,Disabled
0,8364,9084,msedgewebview2,0xb70d45fdd2c0,48,-,1,False,2026-02-09 21:37:03.000000 UTC,N/A,Disabled
0,8936,8364,msedgewebview2,0xb70d45ee72c0,7,-,1,False,2026-02-09 21:37:04.000000 UTC,N/A,Disabled
0,2764,8364,msedgewebview2,0xb70d460e8080,13,-,1,False,2026-02-09 21:37:05.000000 UTC,N/A,Disabled
0,8088,8364,msedgewebview2,0xb70d460eb080,18,-,1,False,2026-02-09 21:37:05.000000 UTC,N/A,Disabled
0,1240,8364,msedgewebview2,0xb70d460ea2c0,9,-,1,False,2026-02-09 21:37:05.000000 UTC,N/A,Disabled
0,9604,8364,msedgewebview2,0xb70d450f1080,15,-,1,False,2026-02-09 21:37:11.000000 UTC,N/A,Disabled
0,10072,768,FileCoAuth.exe,0xb70d464b1080,7,-,1,False,2026-02-09 21:37:25.000000 UTC,N/A,Disabled
0,1276,768,SearchApp.exe,0xb70d450eb080,19,-,1,False,2026-02-09 21:43:18.000000 UTC,N/A,Disabled
0,1228,1276,msedgewebview2,0xb70d46ad6300,53,-,1,False,2026-02-09 21:43:19.000000 UTC,N/A,Disabled
0,10004,1228,msedgewebview2,0xb70d47917080,10,-,1,False,2026-02-09 21:43:20.000000 UTC,N/A,Disabled
0,4228,1228,msedgewebview2,0xb70d43c9b080,16,-,1,False,2026-02-09 21:43:21.000000 UTC,N/A,Disabled
0,8212,1228,msedgewebview2,0xb70d433bb300,20,-,1,False,2026-02-09 21:43:21.000000 UTC,N/A,Disabled
0,6384,1228,msedgewebview2,0xb70d46fc5300,9,-,1,False,2026-02-09 21:43:21.000000 UTC,N/A,Disabled
0,7660,1228,msedgewebview2,0xb70d432840c0,15,-,1,False,2026-02-09 21:43:24.000000 UTC,N/A,Disabled
0,9760,768,TextInputHost.,0xb70d44ae7300,10,-,1,False,2026-02-09 21:44:00.000000 UTC,N/A,Disabled
0,2240,768,dllhost.exe,0xb70d442c6080,5,-,1,False,2026-02-09 21:44:01.000000 UTC,N/A,Disabled
0,10860,768,UserOOBEBroker,0xb70d45cf2080,5,-,1,False,2026-02-09 21:45:53.000000 UTC,N/A,Disabled
0,10324,624,svchost.exe,0xb70d419cf300,2,-,0,False,2026-02-09 21:46:39.000000 UTC,N/A,Disabled
0,4312,1292,taskhostw.exe,0xb70d4358e080,4,-,1,False,2026-02-09 21:50:09.000000 UTC,N/A,Disabled
0,2480,4140,cmd.exe,0xb70d442c7300,1,-,1,False,2026-02-09 21:51:23.000000 UTC,N/A,Disabled
0,5500,2480,conhost.exe,0xb70d46aef300,4,-,1,False,2026-02-09 21:51:23.000000 UTC,N/A,Disabled
0,11256,624,svchost.exe,0xb70d439d90c0,4,-,0,False,2026-02-09 21:55:51.000000 UTC,N/A,Disabled
0,8404,624,svchost.exe,0xb70d46fde080,3,-,0,False,2026-02-09 22:05:24.000000 UTC,N/A,Disabled
0,316,624,svchost.exe,0xb70d41a122c0,4,-,0,False,2026-02-09 22:05:25.000000 UTC,N/A,Disabled
0,7968,768,backgroundTask,0xb70d479f22c0,14,-,1,False,2026-02-09 22:05:25.000000 UTC,N/A,Disabled
0,10980,768,RuntimeBroker.,0xb70d46488080,16,-,1,False,2026-02-09 22:05:31.000000 UTC,N/A,Disabled
0,10292,768,RuntimeBroker.,0xb70d450ec080,7,-,1,False,2026-02-09 22:05:38.000000 UTC,N/A,Disabled
0,10884,624,svchost.exe,0xb70d476ce080,8,-,0,False,2026-02-09 22:06:25.000000 UTC,N/A,Disabled

