TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created,ImageFileName,SuspiciousPort,PortMeaning
0,0xdb84c1572230,TCPv4,0.0.0.0,135,0.0.0.0,0,LISTENING,900,svchost.exe,2026-02-17 15:28:51.000000 UTC,svchost.exe,135,DCOM/RPC
0,0xdb84c1572230,TCPv6,::,135,::,0,LISTENING,900,svchost.exe,2026-02-17 15:28:51.000000 UTC,svchost.exe,135,DCOM/RPC
0,0xdb84c1572e90,TCPv4,0.0.0.0,135,0.0.0.0,0,LISTENING,900,svchost.exe,2026-02-17 15:28:51.000000 UTC,svchost.exe,135,DCOM/RPC
0,0xdb84c2efd650,TCPv4,0.0.0.0,445,0.0.0.0,0,LISTENING,4,System,2026-02-17 16:28:57.000000 UTC,System,445,SMB
0,0xdb84c2efd650,TCPv6,::,445,::,0,LISTENING,4,System,2026-02-17 16:28:57.000000 UTC,System,445,SMB
0,0xdb84c67ffbd0,TCPv4,192.168.56.102,139,0.0.0.0,0,LISTENING,4,System,2026-02-17 18:29:40.000000 UTC,System,139,NetBIOS
