TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xba8eecffc310,TCPv6,::,49670,::,0,LISTENING,2524,svchost.exe,2026-04-08 18:52:08.000000 UTC
0,0xba8eecffc5d0,TCPv4,0.0.0.0,49670,0.0.0.0,0,LISTENING,2524,svchost.exe,2026-04-08 18:52:08.000000 UTC
0,0xba8eecffdbd0,TCPv4,192.168.56.102,139,0.0.0.0,0,LISTENING,4,System,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff4070,UDPv4,0.0.0.0,54899,*,0,,2040,svchost.exe,2026-04-09 02:45:02.000000 UTC
0,0xba8eedff4070,UDPv6,::,54899,*,0,,2040,svchost.exe,2026-04-09 02:45:02.000000 UTC
0,0xba8eedff4200,UDPv4,0.0.0.0,0,*,0,,4812,M365Copilot.ex,2026-04-09 02:42:42.000000 UTC
0,0xba8eedff4200,UDPv6,::,0,*,0,,4812,M365Copilot.ex,2026-04-09 02:42:42.000000 UTC
0,0xba8eedff4390,UDPv4,0.0.0.0,0,*,0,,4812,M365Copilot.ex,2026-04-09 02:47:13.000000 UTC
0,0xba8eedff4390,UDPv6,::,0,*,0,,4812,M365Copilot.ex,2026-04-09 02:47:13.000000 UTC
0,0xba8eedff4520,UDPv4,0.0.0.0,0,*,0,,1548,VBoxService.ex,2026-04-09 02:47:34.000000 UTC
0,0xba8eedff46b0,UDPv4,0.0.0.0,0,*,0,,4812,M365Copilot.ex,2026-04-09 02:48:16.000000 UTC
0,0xba8eedff46b0,UDPv6,::,0,*,0,,4812,M365Copilot.ex,2026-04-09 02:48:16.000000 UTC
0,0xba8eedff49d0,UDPv4,127.0.0.1,1900,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff4b60,UDPv6,::1,63428,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff4cf0,UDPv4,0.0.0.0,0,*,0,,1548,VBoxService.ex,2026-04-09 02:48:19.000000 UTC
0,0xba8eedff4e80,UDPv4,0.0.0.0,0,*,0,,1548,VBoxService.ex,2026-04-09 02:47:45.000000 UTC
0,0xba8eedff5010,UDPv4,0.0.0.0,0,*,0,,2040,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff5010,UDPv6,::,0,*,0,,2040,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff51a0,UDPv4,0.0.0.0,0,*,0,,6744,svchost.exe,2026-04-08 18:54:13.000000 UTC
0,0xba8eedff51a0,UDPv6,::,0,*,0,,6744,svchost.exe,2026-04-08 18:54:13.000000 UTC
0,0xba8eedff5330,UDPv4,0.0.0.0,5353,*,0,,2040,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff5330,UDPv6,::,5353,*,0,,2040,svchost.exe,2026-04-09 02:17:48.000000 UTC
