TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File output
0,4,0,System,0xba8ee7067080,113,-,N/A,False,2026-04-08 18:51:48.000000 UTC,N/A,Disabled
0,92,4,Registry,0xba8ee71e1080,4,-,N/A,False,2026-04-08 18:51:42.000000 UTC,N/A,Disabled
0,336,4,smss.exe,0xba8ee78da040,2,-,N/A,False,2026-04-08 18:51:48.000000 UTC,N/A,Disabled
0,436,420,csrss.exe,0xba8ee81a8080,10,-,0,False,2026-04-08 18:51:55.000000 UTC,N/A,Disabled
0,524,516,csrss.exe,0xba8ee81ba140,12,-,1,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,536,420,wininit.exe,0xba8ee81c0080,1,-,0,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,592,516,winlogon.exe,0xba8ee8b4c080,5,-,1,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,656,536,services.exe,0xba8ee7f95080,5,-,0,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,668,536,lsass.exe,0xba8ee8a2b1c0,8,-,0,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,788,656,svchost.exe,0xba8ee8bd7080,11,-,0,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,812,592,fontdrvhost.ex,0xba8ee8bdc280,5,-,1,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,820,536,fontdrvhost.ex,0xba8ee8bde280,5,-,0,False,2026-04-08 18:51:56.000000 UTC,N/A,Disabled
0,904,656,svchost.exe,0xba8ee8bf8240,10,-,0,False,2026-04-08 18:51:57.000000 UTC,N/A,Disabled
0,960,656,svchost.exe,0xba8ee8c960c0,4,-,0,False,2026-04-08 18:51:57.000000 UTC,N/A,Disabled
0,376,592,dwm.exe,0xba8ee8d4e140,16,-,1,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,8,656,svchost.exe,0xba8ee8d50080,3,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,520,656,svchost.exe,0xba8ee8d5c080,1,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,684,656,svchost.exe,0xba8ee8d5a080,1,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1100,656,svchost.exe,0xba8ee8d99080,8,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1112,656,svchost.exe,0xba8ee8dd50c0,7,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1132,656,svchost.exe,0xba8ee8dde080,2,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1180,656,svchost.exe,0xba8ee8e21080,2,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1228,656,svchost.exe,0xba8ee8e38080,1,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1236,656,svchost.exe,0xba8ee8e4d080,5,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1288,656,svchost.exe,0xba8ee8e1c080,5,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1456,656,svchost.exe,0xba8ee8f0d080,1,-,0,False,2026-04-08 18:51:58.000000 UTC,N/A,Disabled
0,1504,656,svchost.exe,0xba8ee8fa7080,5,-,0,False,2026-04-08 18:51:59.000000 UTC,N/A,Disabled
0,1548,656,VBoxService.ex,0xba8ee8f24080,12,-,0,False,2026-04-08 18:51:59.000000 UTC,N/A,Disabled
