TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xdb84c1b1a8b0,TCPv4,10.0.2.15,50686,150.171.28.11,443,CLOSED,3560,msedge.exe,2026-02-17 18:16:52.000000 UTC
0,0xdb84c2efc1b0,TCPv4,0.0.0.0,49668,0.0.0.0,0,LISTENING,2128,spoolsv.exe,2026-02-17 16:28:55.000000 UTC
0,0xdb84c2efc1b0,TCPv6,::,49668,::,0,LISTENING,2128,spoolsv.exe,2026-02-17 16:28:55.000000 UTC
0,0xdb84c2efc890,TCPv4,0.0.0.0,49670,0.0.0.0,0,LISTENING,2428,svchost.exe,2026-02-17 16:29:00.000000 UTC
0,0xdb84c2efc890,TCPv6,::,49670,::,0,LISTENING,2428,svchost.exe,2026-02-17 16:29:00.000000 UTC
0,0xdb84c2efd0d0,TCPv4,0.0.0.0,49668,0.0.0.0,0,LISTENING,2128,spoolsv.exe,2026-02-17 16:28:55.000000 UTC
0,0xdb84c2efd230,TCPv4,0.0.0.0,49669,0.0.0.0,0,LISTENING,660,services.exe,2026-02-17 16:28:57.000000 UTC
0,0xdb84c2efd230,TCPv6,::,49669,::,0,LISTENING,660,services.exe,2026-02-17 16:28:57.000000 UTC
0,0xdb84c2efd650,TCPv4,0.0.0.0,445,0.0.0.0,0,LISTENING,4,System,2026-02-17 16:28:57.000000 UTC
0,0xdb84c2efd650,TCPv6,::,445,::,0,LISTENING,4,System,2026-02-17 16:28:57.000000 UTC
0,0xdb84c2efdbd0,TCPv4,0.0.0.0,49670,0.0.0.0,0,LISTENING,2428,svchost.exe,2026-02-17 16:29:00.000000 UTC
0,0xdb84c2efdd30,TCPv4,0.0.0.0,5040,0.0.0.0,0,LISTENING,4772,svchost.exe,2026-02-17 16:29:06.000000 UTC
0,0xdb84c67ff910,TCPv4,0.0.0.0,7680,0.0.0.0,0,LISTENING,7648,svchost.exe,2026-02-17 16:30:57.000000 UTC
0,0xdb84c67ff910,TCPv6,::,7680,::,0,LISTENING,7648,svchost.exe,2026-02-17 16:30:57.000000 UTC
0,0xdb84c67ffbd0,TCPv4,192.168.56.102,139,0.0.0.0,0,LISTENING,4,System,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7db9070,UDPv4,0.0.0.0,0,*,0,,7648,svchost.exe,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7db9070,UDPv6,::,0,*,0,,7648,svchost.exe,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7db9200,UDPv6,::1,63287,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7db9390,UDPv4,192.168.56.102,137,*,0,,4,System,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7db9520,UDPv4,0.0.0.0,123,*,0,,7280,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7db96b0,UDPv4,0.0.0.0,0,*,0,,7648,svchost.exe,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7db96b0,UDPv6,::,0,*,0,,7648,svchost.exe,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7db9840,UDPv4,192.168.56.102,138,*,0,,4,System,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7db99d0,UDPv4,0.0.0.0,0,*,0,,1424,VBoxService.ex,2026-02-18 00:54:40.000000 UTC
0,0xdb84c7db9b60,UDPv4,0.0.0.0,5355,*,0,,2000,svchost.exe,2026-02-18 00:50:47.000000 UTC
0,0xdb84c7db9e80,UDPv6,fe80::8fe6:a59c:39fa:a8ba,1900,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7dba010,UDPv4,0.0.0.0,5353,*,0,,2000,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dba010,UDPv6,::,5353,*,0,,2000,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dba1a0,UDPv4,0.0.0.0,0,*,0,,7484,M365Copilot.ex,2026-02-18 00:54:37.000000 UTC
0,0xdb84c7dba1a0,UDPv6,::,0,*,0,,7484,M365Copilot.ex,2026-02-18 00:54:37.000000 UTC
0,0xdb84c7dba4c0,UDPv4,0.0.0.0,0,*,0,,7484,M365Copilot.ex,2026-02-18 00:51:44.000000 UTC
0,0xdb84c7dba4c0,UDPv6,::,0,*,0,,7484,M365Copilot.ex,2026-02-18 00:51:44.000000 UTC
0,0xdb84c7dba650,UDPv4,192.168.56.102,1900,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7dba7e0,UDPv4,0.0.0.0,0,*,0,,992,powershell.exe,2026-02-17 16:33:42.000000 UTC
0,0xdb84c7dba970,UDPv4,0.0.0.0,123,*,0,,7280,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dba970,UDPv6,::,123,*,0,,7280,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dbab00,UDPv6,fe80::8fe6:a59c:39fa:a8ba,63286,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
