TreeDepth,PID,Process,Args,ImageFileName,MatchedPattern
0,5844,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" ",powershell.exe,powershell
0,1316,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" ",powershell.exe,powershell
0,7804,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""",powershell.exe,powershell
0,6764,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" ",powershell.exe,powershell
0,5136,powershell.exe,"""C:\\Temp\\pshijack\\powershell.exe""",powershell.exe,powershell
0,8060,mspaint.exe,"""C:\\temp\\hijack\\mspaint.exe"" ",mspaint.exe,\temp\
0,5136,powershell.exe,"""C:\\Temp\\pshijack\\powershell.exe""",powershell.exe,\temp\
0,5136,powershell.exe,"""C:\\Temp\\pshijack\\powershell.exe""",powershell.exe,pshijack
0,8060,mspaint.exe,"""C:\\temp\\hijack\\mspaint.exe"" ",mspaint.exe,\hijack\
