TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created,ImageFileName,SuspiciousPort,PortMeaning
0,0xba8ee7f531b0,TCPv4,0.0.0.0,135,0.0.0.0,0,LISTENING,904,svchost.exe,2026-04-08 18:51:57.000000 UTC,svchost.exe,135,DCOM/RPC
0,0xba8ee7f531b0,TCPv6,::,135,::,0,LISTENING,904,svchost.exe,2026-04-08 18:51:57.000000 UTC,svchost.exe,135,DCOM/RPC
0,0xba8ee7f54390,TCPv4,0.0.0.0,135,0.0.0.0,0,LISTENING,904,svchost.exe,2026-04-08 18:51:57.000000 UTC,svchost.exe,135,DCOM/RPC
0,0xba8ee8fe77b0,TCPv4,0.0.0.0,445,0.0.0.0,0,LISTENING,4,System,2026-04-08 18:52:03.000000 UTC,System,445,SMB
0,0xba8ee8fe77b0,TCPv6,::,445,::,0,LISTENING,4,System,2026-04-08 18:52:03.000000 UTC,System,445,SMB
0,0xba8eecffdbd0,TCPv4,192.168.56.102,139,0.0.0.0,0,LISTENING,4,System,2026-04-09 02:17:48.000000 UTC,System,139,NetBIOS
