TreeDepth,PID,Process,Start VPN,End VPN,Tag,Protection,CommitCharge,PrivateMemory,File output,Notes,Hexdump,Disasm,ImageFileName
0,7804,powershell.exe,0x7df454890000,0x7df45492ffff,VadS,PAGE_EXECUTE_READWRITE,2,1,Disabled,,"
d8 ff ff ff ff ff ff ff 08 00 00 00 00 00 00 00 ................
01 00 00 00 00 00 00 00 00 02 0e 03 38 00 00 00 ............8...
68 01 04 08 0c 00 00 00 b0 0b 70 50 f8 7f 00 00 h.........pP....
00 10 6b 50 f8 7f 00 00 08 53 82 50 f8 7f 00 00 ..kP.....S.P....",d8 ff ff ff ff ff ff ff 08 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 0e 03 38 00 00 00 68 01 04 08 0c 00 00 00 b0 0b 70 50 f8 7f 00 00 00 10 6b 50 f8 7f 00 00 08 53 82 50 f8 7f 00 00,powershell.exe
0,7804,powershell.exe,0x7df454880000,0x7df45488ffff,VadS,PAGE_EXECUTE_READWRITE,1,1,Disabled,,"
00 00 00 00 00 00 00 00 78 0d 00 00 00 00 00 00 ........x.......
0c 00 00 00 49 c7 c2 00 00 00 00 48 b8 10 ec f1 ....I......H....
51 f8 7f 00 00 ff e0 49 c7 c2 01 00 00 00 48 b8 Q......I......H.
10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 02 00 00 ...Q......I.....",00 00 00 00 00 00 00 00 78 0d 00 00 00 00 00 00 0c 00 00 00 49 c7 c2 00 00 00 00 48 b8 10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 01 00 00 00 48 b8 10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 02 00 00,powershell.exe
0,6764,powershell.exe,0x1a8b0000,0x1a8bffff,VadS,PAGE_EXECUTE_READWRITE,8,1,Disabled,,"
00 00 00 00 00 00 00 00 32 b5 b3 0b 6a 06 00 01 ........2...j...
ee ff ee ff 02 00 00 00 20 01 8b 1a 00 00 00 00 ........ .......
20 01 8b 1a 00 00 00 00 00 00 8b 1a 00 00 00 00  ...............
00 00 8b 1a 00 00 00 00 0f 00 00 00 00 00 00 00 ................",00 00 00 00 00 00 00 00 32 b5 b3 0b 6a 06 00 01 ee ff ee ff 02 00 00 00 20 01 8b 1a 00 00 00 00 20 01 8b 1a 00 00 00 00 00 00 8b 1a 00 00 00 00 00 00 8b 1a 00 00 00 00 0f 00 00 00 00 00 00 00,powershell.exe
0,6764,powershell.exe,0x9b0000,0x9bffff,VadS,PAGE_EXECUTE_READWRITE,2,1,Disabled,,"
00 00 00 00 00 00 00 00 6b 37 59 b0 b3 2c 00 01 ........k7Y..,..
ee ff ee ff 02 00 00 00 20 01 9b 00 00 00 00 00 ........ .......
20 01 9b 00 00 00 00 00 00 00 9b 00 00 00 00 00  ...............
00 00 9b 00 00 00 00 00 0f 00 00 00 00 00 00 00 ................",00 00 00 00 00 00 00 00 6b 37 59 b0 b3 2c 00 01 ee ff ee ff 02 00 00 00 20 01 9b 00 00 00 00 00 20 01 9b 00 00 00 00 00 00 00 9b 00 00 00 00 00 00 00 9b 00 00 00 00 00 0f 00 00 00 00 00 00 00,powershell.exe
0,6764,powershell.exe,0x1ab60000,0x1ab6cfff,VadS,PAGE_EXECUTE_READWRITE,1,1,Disabled,,"
00 00 00 00 00 00 00 00 90 78 8b 1a 00 00 00 00 .........x......
90 78 8b 1a 00 00 00 00 00 00 8b 1a 00 00 00 00 .x..............
e0 0d b6 1a 00 00 00 00 00 10 b6 1a 00 00 00 00 ................
00 d0 b6 1a 00 00 00 00 01 00 00 00 00 00 00 00 ................",00 00 00 00 00 00 00 00 90 78 8b 1a 00 00 00 00 90 78 8b 1a 00 00 00 00 00 00 8b 1a 00 00 00 00 e0 0d b6 1a 00 00 00 00 00 10 b6 1a 00 00 00 00 00 d0 b6 1a 00 00 00 00 01 00 00 00 00 00 00 00,powershell.exe
0,6764,powershell.exe,0x7df4591a0000,0x7df45923ffff,VadS,PAGE_EXECUTE_READWRITE,2,1,Disabled,,"
d8 ff ff ff ff ff ff ff 08 00 00 00 00 00 00 00 ................
01 00 00 00 00 00 00 00 00 02 0e 03 38 00 00 00 ............8...
68 01 04 08 0c 00 00 00 b0 0b 70 50 f8 7f 00 00 h.........pP....
00 10 6b 50 f8 7f 00 00 08 53 82 50 f8 7f 00 00 ..kP.....S.P....",d8 ff ff ff ff ff ff ff 08 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 0e 03 38 00 00 00 68 01 04 08 0c 00 00 00 b0 0b 70 50 f8 7f 00 00 00 10 6b 50 f8 7f 00 00 08 53 82 50 f8 7f 00 00,powershell.exe
0,6764,powershell.exe,0x7df459190000,0x7df45919ffff,VadS,PAGE_EXECUTE_READWRITE,1,1,Disabled,,"
00 00 00 00 00 00 00 00 78 0d 00 00 00 00 00 00 ........x.......
0c 00 00 00 49 c7 c2 00 00 00 00 48 b8 10 ec f1 ....I......H....
51 f8 7f 00 00 ff e0 49 c7 c2 01 00 00 00 48 b8 Q......I......H.
10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 02 00 00 ...Q......I.....",00 00 00 00 00 00 00 00 78 0d 00 00 00 00 00 00 0c 00 00 00 49 c7 c2 00 00 00 00 48 b8 10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 01 00 00 00 48 b8 10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 02 00 00,powershell.exe
0,5136,powershell.exe,0x29c0000,0x29cffff,VadS,PAGE_EXECUTE_READWRITE,2,1,Disabled,,"
00 00 00 00 00 00 00 00 10 60 bf 26 f3 91 00 01 .........`.&....
ee ff ee ff 02 00 00 00 20 01 9c 02 00 00 00 00 ........ .......
20 01 9c 02 00 00 00 00 00 00 9c 02 00 00 00 00  ...............
00 00 9c 02 00 00 00 00 0f 00 00 00 00 00 00 00 ................",00 00 00 00 00 00 00 00 10 60 bf 26 f3 91 00 01 ee ff ee ff 02 00 00 00 20 01 9c 02 00 00 00 00 20 01 9c 02 00 00 00 00 00 00 9c 02 00 00 00 00 00 00 9c 02 00 00 00 00 0f 00 00 00 00 00 00 00,powershell.exe
0,5136,powershell.exe,0xf70000,0xf7ffff,VadS,PAGE_EXECUTE_READWRITE,8,1,Disabled,,"
00 00 00 00 00 00 00 00 e3 26 18 a3 f9 53 00 01 .........&...S..
ee ff ee ff 02 00 00 00 20 01 f7 00 00 00 00 00 ........ .......
20 01 f7 00 00 00 00 00 00 00 f7 00 00 00 00 00  ...............
00 00 f7 00 00 00 00 00 0f 00 00 00 00 00 00 00 ................",00 00 00 00 00 00 00 00 e3 26 18 a3 f9 53 00 01 ee ff ee ff 02 00 00 00 20 01 f7 00 00 00 00 00 20 01 f7 00 00 00 00 00 00 00 f7 00 00 00 00 00 00 00 f7 00 00 00 00 00 0f 00 00 00 00 00 00 00,powershell.exe
0,5136,powershell.exe,0x1b580000,0x1b58cfff,VadS,PAGE_EXECUTE_READWRITE,1,1,Disabled,,"
00 00 00 00 00 00 00 00 10 79 f7 00 00 00 00 00 .........y......
10 79 f7 00 00 00 00 00 00 00 f7 00 00 00 00 00 .y..............
e0 0d 58 1b 00 00 00 00 00 10 58 1b 00 00 00 00 ..X.......X.....
00 d0 58 1b 00 00 00 00 01 00 00 00 00 00 00 00 ..X.............",00 00 00 00 00 00 00 00 10 79 f7 00 00 00 00 00 10 79 f7 00 00 00 00 00 00 00 f7 00 00 00 00 00 e0 0d 58 1b 00 00 00 00 00 10 58 1b 00 00 00 00 00 d0 58 1b 00 00 00 00 01 00 00 00 00 00 00 00,powershell.exe
0,5136,powershell.exe,0x7df4ba680000,0x7df4ba71ffff,VadS,PAGE_EXECUTE_READWRITE,2,1,Disabled,,"
d8 ff ff ff ff ff ff ff 08 00 00 00 00 00 00 00 ................
01 00 00 00 00 00 00 00 00 02 0e 03 38 00 00 00 ............8...
68 01 04 08 0c 00 00 00 b0 0b 70 50 f8 7f 00 00 h.........pP....
00 10 6b 50 f8 7f 00 00 08 53 82 50 f8 7f 00 00 ..kP.....S.P....",d8 ff ff ff ff ff ff ff 08 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 02 0e 03 38 00 00 00 68 01 04 08 0c 00 00 00 b0 0b 70 50 f8 7f 00 00 00 10 6b 50 f8 7f 00 00 08 53 82 50 f8 7f 00 00,powershell.exe
0,5136,powershell.exe,0x7df4ba670000,0x7df4ba67ffff,VadS,PAGE_EXECUTE_READWRITE,1,1,Disabled,,"
00 00 00 00 00 00 00 00 78 0d 00 00 00 00 00 00 ........x.......
0c 00 00 00 49 c7 c2 00 00 00 00 48 b8 10 ec f1 ....I......H....
51 f8 7f 00 00 ff e0 49 c7 c2 01 00 00 00 48 b8 Q......I......H.
10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 02 00 00 ...Q......I.....",00 00 00 00 00 00 00 00 78 0d 00 00 00 00 00 00 0c 00 00 00 49 c7 c2 00 00 00 00 48 b8 10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 01 00 00 00 48 b8 10 ec f1 51 f8 7f 00 00 ff e0 49 c7 c2 02 00 00,powershell.exe
