PID,Process,MatchedText,MatchedKeyword,Tactic,Technique,TechniqueName,ATT&CK_URL
2976,svchost.exe,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
2708,svchost.exe,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3308,svchost.exe,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3128,svchost.exe,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3008,svchost.exe,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3200,svchost.exe,C:\\Windows\\System32\\bcryptPrimitives.dll,bcryptprimitives.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3916,AggregatorHost,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3856,SearchIndexer.,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
3540,svchost.exe,C:\\Windows\\System32\\bcrypt.dll,bcrypt.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
600,msedgewebview2,C:\\Users\\lucif\\AppData\\Local\\Packages\\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\\LocalState\\EBWebView\\Domain Actions\\3.0.0.16\\domain_actions.dll,domain_actions.dll,Defense Evasion,T1574.001,DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001
