TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File output
0,4,0,System,0xa78863067080,117,-,N/A,False,2026-04-18 17:16:13.000000 UTC,N/A,Disabled
0,92,4,Registry,0xa788631e1080,4,-,N/A,False,2026-04-18 17:16:02.000000 UTC,N/A,Disabled
0,324,4,smss.exe,0xa78863b1a040,2,-,N/A,False,2026-04-18 17:16:13.000000 UTC,N/A,Disabled
0,428,416,csrss.exe,0xa7886443c140,10,-,0,False,2026-04-18 17:16:19.000000 UTC,N/A,Disabled
0,500,492,csrss.exe,0xa78864d8b140,11,-,1,False,2026-04-18 17:16:20.000000 UTC,N/A,Disabled
0,520,416,wininit.exe,0xa78864da2080,1,-,0,False,2026-04-18 17:16:20.000000 UTC,N/A,Disabled
0,568,492,winlogon.exe,0xa788639131c0,4,-,1,False,2026-04-18 17:16:20.000000 UTC,N/A,Disabled
0,640,520,services.exe,0xa78864c181c0,6,-,0,False,2026-04-18 17:16:20.000000 UTC,N/A,Disabled
0,660,520,lsass.exe,0xa788639291c0,7,-,0,False,2026-04-18 17:16:20.000000 UTC,N/A,Disabled
0,768,640,svchost.exe,0xa78864c59080,11,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,788,568,fontdrvhost.ex,0xa78864c84280,5,-,1,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,796,520,fontdrvhost.ex,0xa78864c5e280,5,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,888,640,svchost.exe,0xa78864c6e240,9,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,944,640,svchost.exe,0xa788645f8080,4,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1012,568,dwm.exe,0xa78864eb9140,16,-,1,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,620,640,svchost.exe,0xa78864f21080,1,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,820,640,svchost.exe,0xa78864f25080,2,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1104,640,svchost.exe,0xa78864f73080,6,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1132,640,svchost.exe,0xa78864f96080,2,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1148,640,svchost.exe,0xa78864f9a080,2,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1168,640,svchost.exe,0xa78864fc4080,7,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1232,640,svchost.exe,0xa78864fed080,5,-,0,False,2026-04-18 17:16:21.000000 UTC,N/A,Disabled
0,1344,640,svchost.exe,0xa78868863080,1,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1404,640,VBoxService.ex,0xa788688a0080,12,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1492,640,svchost.exe,0xa788688e70c0,5,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1504,640,svchost.exe,0xa788688ed080,2,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1528,640,svchost.exe,0xa788689020c0,2,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1544,640,svchost.exe,0xa7886890c080,6,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1560,640,svchost.exe,0xa78868910080,1,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1680,4,MemCompression,0xa7886897d040,50,-,N/A,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1776,640,svchost.exe,0xa788689ac0c0,2,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1792,640,svchost.exe,0xa788689b7080,6,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1852,640,svchost.exe,0xa788689cc080,2,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1864,640,svchost.exe,0xa78868a020c0,5,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1900,640,svchost.exe,0xa78868a1c080,1,-,0,False,2026-04-18 17:16:22.000000 UTC,N/A,Disabled
0,1988,640,svchost.exe,0xa788630622c0,7,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2016,640,svchost.exe,0xa78863065080,8,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,996,640,svchost.exe,0xa78863063080,9,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2056,640,svchost.exe,0xa78863066080,3,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2064,640,svchost.exe,0xa78863912080,4,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2116,640,svchost.exe,0xa78868b4f080,3,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2172,640,svchost.exe,0xa78868b4e080,2,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2300,640,svchost.exe,0xa78868b9d080,5,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2348,640,spoolsv.exe,0xa78868bd2080,7,-,0,False,2026-04-18 17:16:23.000000 UTC,N/A,Disabled
0,2432,640,svchost.exe,0xa78868c1f080,10,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2500,640,svchost.exe,0xa78864553080,3,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2616,640,svchost.exe,0xa78868c8e080,6,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2668,640,svchost.exe,0xa78868d62080,3,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2676,640,svchost.exe,0xa78868d63080,4,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2744,640,svchost.exe,0xa78868db2080,5,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2768,640,OfficeClickToR,0xa78868db3080,19,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2780,640,svchost.exe,0xa78868dcc0c0,5,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2804,640,svchost.exe,0xa78868de5080,11,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2840,640,svchost.exe,0xa78868de6080,15,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2868,640,svchost.exe,0xa78868df0080,12,-,0,False,2026-04-18 17:16:24.000000 UTC,N/A,Disabled
0,2924,640,MpDefenderCore,0xa78868e740c0,8,-,0,False,2026-04-18 17:16:25.000000 UTC,N/A,Disabled
0,2956,640,svchost.exe,0xa78868e930c0,1,-,0,False,2026-04-18 17:16:25.000000 UTC,N/A,Disabled
0,2964,640,MsMpEng.exe,0xa78868e83080,9,-,0,False,2026-04-18 17:16:25.000000 UTC,N/A,Disabled
0,2972,640,svchost.exe,0xa78868e99140,3,-,0,False,2026-04-18 17:16:25.000000 UTC,N/A,Disabled
0,2980,640,svchost.exe,0xa78868eac080,6,-,0,False,2026-04-18 17:16:25.000000 UTC,N/A,Disabled
0,3112,640,svchost.exe,0xa78868f83080,5,-,0,False,2026-04-18 17:16:26.000000 UTC,N/A,Disabled
0,3172,640,svchost.exe,0xa78868fb7080,2,-,0,False,2026-04-18 17:16:26.000000 UTC,N/A,Disabled
0,3272,640,svchost.exe,0xa78868fd51c0,5,-,0,False,2026-04-18 17:16:26.000000 UTC,N/A,Disabled
0,3296,640,svchost.exe,0xa78868fd8080,1,-,0,False,2026-04-18 17:16:26.000000 UTC,N/A,Disabled
0,3312,640,svchost.exe,0xa78868fe5080,11,-,0,False,2026-04-18 17:16:26.000000 UTC,N/A,Disabled
0,3632,640,svchost.exe,0xa788691130c0,2,-,0,False,2026-04-18 17:16:27.000000 UTC,N/A,Disabled
0,3712,768,dllhost.exe,0xa788692020c0,4,-,0,False,2026-04-18 17:16:27.000000 UTC,N/A,Disabled
0,3812,640,SearchIndexer.,0xa788692aa2c0,12,-,0,False,2026-04-18 17:16:27.000000 UTC,N/A,Disabled
0,3580,2804,AggregatorHost,0xa788693e5080,3,-,0,False,2026-04-18 17:16:30.000000 UTC,N/A,Disabled
0,4412,640,svchost.exe,0xa7886960f080,6,-,0,False,2026-04-18 17:16:33.000000 UTC,N/A,Disabled
0,3772,640,svchost.exe,0xa788697852c0,7,-,0,False,2026-04-18 17:16:41.000000 UTC,N/A,Disabled
0,3756,768,MoUsoCoreWorke,0xa788693f02c0,5,-,0,False,2026-04-18 17:16:42.000000 UTC,N/A,Disabled
0,5228,640,svchost.exe,0xa7886970c080,6,-,0,False,2026-04-18 17:16:43.000000 UTC,N/A,Disabled
0,5420,1232,sihost.exe,0xa78869398080,9,-,1,False,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5440,640,svchost.exe,0xa7886975d080,5,-,1,False,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5480,640,svchost.exe,0xa78869941080,4,-,1,False,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5588,1104,taskhostw.exe,0xa7886994c080,8,-,1,False,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5604,1104,MicrosoftEdgeU,0xa7886994d080,4,-,0,True,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5632,640,svchost.exe,0xa78869954080,1,-,0,False,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5740,640,svchost.exe,0xa788699f0080,3,-,0,False,2026-04-18 17:16:45.000000 UTC,N/A,Disabled
0,5820,5740,ctfmon.exe,0xa78869a770c0,8,-,1,False,2026-04-18 17:16:46.000000 UTC,N/A,Disabled
0,5916,568,userinit.exe,0xa78869ac9340,0,-,1,False,2026-04-18 17:16:46.000000 UTC,2026-04-18 17:17:12.000000 UTC,Disabled
0,5956,5916,explorer.exe,0xa78869af3080,47,-,1,False,2026-04-18 17:16:46.000000 UTC,N/A,Disabled
0,5988,640,svchost.exe,0xa78869af7080,7,-,0,False,2026-04-18 17:16:46.000000 UTC,N/A,Disabled
0,4796,640,SecurityHealth,0xa78869bd1080,6,-,0,False,2026-04-18 17:16:48.000000 UTC,N/A,Disabled
0,5368,640,svchost.exe,0xa7886960c080,6,-,1,False,2026-04-18 17:16:49.000000 UTC,N/A,Disabled
0,6192,768,StartMenuExper,0xa78869cbe080,7,-,1,False,2026-04-18 17:16:51.000000 UTC,N/A,Disabled
0,6276,768,RuntimeBroker.,0xa78869946080,1,-,1,False,2026-04-18 17:16:51.000000 UTC,N/A,Disabled
0,7184,640,svchost.exe,0xa78869fd7080,7,-,1,False,2026-04-18 17:16:57.000000 UTC,N/A,Disabled
0,7264,768,SearchApp.exe,0xa78869c6b080,30,-,1,False,2026-04-18 17:16:57.000000 UTC,N/A,Disabled
0,7476,768,RuntimeBroker.,0xa78869cc2080,10,-,1,False,2026-04-18 17:16:58.000000 UTC,N/A,Disabled
0,7856,768,ShellExperienc,0xa78869e81080,14,-,1,False,2026-04-18 17:17:01.000000 UTC,N/A,Disabled
0,6328,768,RuntimeBroker.,0xa7886a053080,3,-,1,False,2026-04-18 17:17:05.000000 UTC,N/A,Disabled
0,5548,768,RuntimeBroker.,0xa78869f8c080,1,-,1,False,2026-04-18 17:17:05.000000 UTC,N/A,Disabled
0,7728,768,PhoneExperienc,0xa7886a2a0080,17,-,1,False,2026-04-18 17:17:12.000000 UTC,N/A,Disabled
0,2248,5956,SecurityHealth,0xa7886a4ed080,1,-,1,False,2026-04-18 17:17:12.000000 UTC,N/A,Disabled
0,388,5956,VBoxTray.exe,0xa7886a2a6080,11,-,1,False,2026-04-18 17:17:13.000000 UTC,N/A,Disabled
0,1160,5956,OneDrive.exe,0xa78869a17080,18,-,1,True,2026-04-18 17:17:13.000000 UTC,N/A,Disabled
0,4480,640,svchost.exe,0xa7886a3bd080,7,-,0,False,2026-04-18 17:17:16.000000 UTC,N/A,Disabled
0,6608,5956,m365copilot_au,0xa7886a3c4080,2,-,1,False,2026-04-18 17:17:16.000000 UTC,N/A,Disabled
0,6424,640,svchost.exe,0xa78869ffc080,8,-,0,False,2026-04-18 17:17:16.000000 UTC,N/A,Disabled
0,6532,768,TextInputHost.,0xa7886a418080,11,-,1,False,2026-04-18 17:17:21.000000 UTC,N/A,Disabled
0,8168,768,dllhost.exe,0xa7886a6f4080,6,-,1,False,2026-04-18 17:17:21.000000 UTC,N/A,Disabled
0,6388,768,SystemSettings,0xa78868b92080,18,-,1,False,2026-04-18 17:17:30.000000 UTC,N/A,Disabled
0,8060,768,ApplicationFra,0xa7886a0ad2c0,3,-,1,False,2026-04-18 17:17:30.000000 UTC,N/A,Disabled
0,2208,768,UserOOBEBroker,0xa7886a6f8080,1,-,1,False,2026-04-18 17:17:31.000000 UTC,N/A,Disabled
0,8044,5420,CalculatorApp.,0xa78869c71080,14,-,1,False,2026-04-18 17:17:42.000000 UTC,N/A,Disabled
0,1580,768,RuntimeBroker.,0xa7886a069080,1,-,1,False,2026-04-18 17:17:54.000000 UTC,N/A,Disabled
0,4512,5956,powershell.exe,0xa788688bf080,10,-,1,False,2026-04-18 17:17:58.000000 UTC,N/A,Disabled
0,4460,4512,conhost.exe,0xa788694dd340,3,-,1,False,2026-04-18 17:17:58.000000 UTC,N/A,Disabled
