TreeDepth,PID,Process,Args
0,4560,msedgewebview2,"""C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\146.0.3856.109\\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\\Users\\lucif\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\EBWebView"" --webview-exe-name=SearchApp.exe --webview-exe-version=10.0.19041.6282 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=en_GB"" --time-ticks-at-unix-epoch=-1776532556658980 --launch-time-ticks=484531721 --ram-no-pressure-read-main-dll --metrics-shmem-handle=3752,i,15049526361415269097,6344807379766905094,2097152 --field-trial-handle=1988,i,17831615010769976610,12086634535144691648,262144 --enable-features=msEmbeddedBrowserVisualHosting --variations-seed-version --pseudonymization-salt-handle=1992,i,16700946436139421533,16905122683977335622,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3768 /prefetch:1"
0,10128,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" "
0,9060,conhost.exe,\\??\\C:\\Windows\\system32\\conhost.exe 0x4
0,3448,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -enc UwB0AGEAcgB0AC0AUwBsAGUAZQBwACAALQBTAGUAYwBvAG4AZABzACAANgAwADAA "
0,8852,conhost.exe,\\??\\C:\\Windows\\system32\\conhost.exe 0x4
0,3092,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -File C:\\Temp\\mff_multi\\case05_rwx_amsi.ps1 "
0,4152,conhost.exe,\\??\\C:\\Windows\\system32\\conhost.exe 0x4
0,260,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command systeminfo; Get-ComputerInfo | Out-Null; ipconfig /all; Get-NetIPAddress | Out-Null; whoami; Get-LocalUser | Out-Null; Get-Process | Out-Null; tasklist; Start-Sleep -Seconds 600 "
0,7292,conhost.exe,\\??\\C:\\Windows\\system32\\conhost.exe 0x4
0,9508,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -enc UwB0AGEAcgB0AC0AUwBsAGUAZQBwACAALQBTAGUAYwBvAG4AZABzACAANgAwADAA "
0,8212,conhost.exe,\\??\\C:\\Windows\\system32\\conhost.exe 0x4
0,1676,powershell.exe,"""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -File C:\\Temp\\mff_multi\\case05_rwx_amsi.ps1 "
0,10204,conhost.exe,\\??\\C:\\Windows\\system32\\conhost.exe 0x4
0,7872,svchost.exe,C:\\Windows\\system32\\svchost.exe -k wsappx -p -s AppXSvc
0,8348,svchost.exe,C:\\Windows\\System32\\svchost.exe -k wsappx -p -s ClipSVC
0,496,svchost.exe,C:\\Windows\\system32\\svchost.exe -k appmodel -p -s camsvc
0,8020,svchost.exe,C:\\Windows\\System32\\svchost.exe -k netsvcs -p -s BITS
0,6968,svchost.exe,C:\\Windows\\system32\\svchost.exe -k netsvcs -p -s gpsvc
0,1272,svchost.exe,C:\\Windows\\System32\\svchost.exe -k NetworkService -p -s DoSvc

