TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xa788641bba70,TCPv6,::,49665,::,0,LISTENING,520,wininit.exe,2026-04-18 17:16:21.000000 UTC
0,0xa788641bbe90,TCPv4,0.0.0.0,49664,0.0.0.0,0,LISTENING,660,lsass.exe,2026-04-18 17:16:21.000000 UTC
0,0xa788641bbe90,TCPv6,::,49664,::,0,LISTENING,660,lsass.exe,2026-04-18 17:16:21.000000 UTC
0,0xa788641dd630,UDPv4,0.0.0.0,0,*,0,,1988,svchost.exe,2026-04-18 17:41:40.000000 UTC
0,0xa788641dd630,UDPv6,::,0,*,0,,1988,svchost.exe,2026-04-18 17:41:40.000000 UTC
0,0xa7886444c380,UDPv4,0.0.0.0,0,*,0,,1404,VBoxService.ex,2026-04-18 17:42:16.000000 UTC
0,0xa7886444d4b0,UDPv4,0.0.0.0,5050,*,0,,5988,svchost.exe,2026-04-18 17:16:47.000000 UTC
0,0xa7886444f710,UDPv4,0.0.0.0,56720,*,0,,996,svchost.exe,2026-04-18 17:32:09.000000 UTC
0,0xa7886444f710,UDPv6,::,56720,*,0,,996,svchost.exe,2026-04-18 17:32:09.000000 UTC
0,0xa78864c9b9c0,UDPv4,0.0.0.0,0,*,0,,5584,MicrosoftEdgeU,2026-04-18 17:41:31.000000 UTC
0,0xa78864c9b9c0,UDPv6,::,0,*,0,,5584,MicrosoftEdgeU,2026-04-18 17:41:31.000000 UTC
0,0xa78864c9c640,UDPv4,0.0.0.0,0,*,0,,1404,VBoxService.ex,2026-04-18 17:41:38.000000 UTC
0,0xa78864c9e0d0,UDPv4,0.0.0.0,0,*,0,,5584,MicrosoftEdgeU,2026-04-18 17:41:31.000000 UTC
0,0xa78864c9e0d0,UDPv6,::,0,*,0,,5584,MicrosoftEdgeU,2026-04-18 17:41:31.000000 UTC
0,0xa78864cad060,UDPv4,127.0.0.1,52931,*,0,,4480,svchost.exe,2026-04-18 17:22:06.000000 UTC
0,0xa78864cad1f0,UDPv4,0.0.0.0,0,*,0,,5476,backgroundTask,2026-04-18 17:41:14.000000 UTC
0,0xa78864cad1f0,UDPv6,::,0,*,0,,5476,backgroundTask,2026-04-18 17:41:14.000000 UTC
0,0xa78864cad380,UDPv4,0.0.0.0,0,*,0,,1404,VBoxService.ex,2026-04-18 17:42:01.000000 UTC
0,0xa78864cad510,UDPv6,::1,52929,*,0,,4480,svchost.exe,2026-04-18 17:22:06.000000 UTC
