TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File output
0,4,0,System,0xa48279a67080,122,-,N/A,False,2026-02-17 23:49:40.000000 UTC,N/A,Disabled
0,92,4,Registry,0xa48279be1080,4,-,N/A,False,2026-02-17 23:49:23.000000 UTC,N/A,Disabled
0,328,4,smss.exe,0xa4827b062080,2,-,N/A,False,2026-02-17 23:49:40.000000 UTC,N/A,Disabled
0,436,424,csrss.exe,0xa48279ee2080,10,-,0,False,2026-02-17 23:49:51.000000 UTC,N/A,Disabled
0,516,508,csrss.exe,0xa4827a851140,12,-,1,False,2026-02-17 23:49:51.000000 UTC,N/A,Disabled
0,524,424,wininit.exe,0xa4827a8720c0,1,-,0,False,2026-02-17 23:49:51.000000 UTC,N/A,Disabled
0,584,508,winlogon.exe,0xa4827a899080,4,-,1,False,2026-02-17 23:49:51.000000 UTC,N/A,Disabled
0,656,524,services.exe,0xa4827a5aa1c0,6,-,0,False,2026-02-17 23:49:52.000000 UTC,N/A,Disabled
0,664,524,WerFault.exe,0xa4827a57e200,0,-,0,False,2026-02-17 23:49:52.000000 UTC,2026-02-18 03:46:28.000000 UTC,Disabled
0,688,524,lsass.exe,0xa4827a7d5080,8,-,0,False,2026-02-17 23:49:52.000000 UTC,N/A,Disabled
0,800,656,svchost.exe,0xa4827a927080,9,-,0,False,2026-02-17 23:49:53.000000 UTC,N/A,Disabled
0,828,584,fontdrvhost.ex,0xa4827a967280,5,-,1,False,2026-02-17 23:49:53.000000 UTC,N/A,Disabled
0,836,524,fontdrvhost.ex,0xa4827a969280,5,-,0,False,2026-02-17 23:49:53.000000 UTC,N/A,Disabled
0,920,656,svchost.exe,0xa4827a9ca300,10,-,0,False,2026-02-17 23:49:54.000000 UTC,N/A,Disabled
0,964,656,svchost.exe,0xa4827a9fa080,4,-,0,False,2026-02-17 23:49:55.000000 UTC,N/A,Disabled
0,60,584,dwm.exe,0xa4827aa64140,15,-,1,False,2026-02-17 23:49:56.000000 UTC,N/A,Disabled
0,428,656,svchost.exe,0xa4827aad5240,1,-,0,False,2026-02-17 23:49:56.000000 UTC,N/A,Disabled
