TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
0,4,0,System,0xa48279a67080,122,-,N/A,False,2026-02-17 23:49:40.000000 UTC,N/A,-,-,-
1,328,4,smss.exe,0xa4827b062080,2,-,N/A,False,2026-02-17 23:49:40.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\smss.exe,\\SystemRoot\\System32\\smss.exe,\\SystemRoot\\System32\\smss.exe
1,92,4,Registry,0xa48279be1080,4,-,N/A,False,2026-02-17 23:49:23.000000 UTC,N/A,Registry,-,-
1,1508,4,MemCompression,0xa4827bed8080,50,-,N/A,False,2026-02-18 03:45:22.000000 UTC,N/A,MemCompression,-,-
0,436,424,csrss.exe,0xa48279ee2080,10,-,0,False,2026-02-17 23:49:51.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\csrss.exe,"%SystemRoot%\\system32\\csrss.exe ObjectDirectory=\\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\\Windows\\system32\\csrss.exe
0,516,508,csrss.exe,0xa4827a851140,12,-,1,False,2026-02-17 23:49:51.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\csrss.exe,"%SystemRoot%\\system32\\csrss.exe ObjectDirectory=\\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\\Windows\\system32\\csrss.exe
0,524,424,wininit.exe,0xa4827a8720c0,1,-,0,False,2026-02-17 23:49:51.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\wininit.exe,wininit.exe,C:\\Windows\\system32\\wininit.exe
1,656,524,services.exe,0xa4827a5aa1c0,6,-,0,False,2026-02-17 23:49:52.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\services.exe,C:\\Windows\\system32\\services.exe,C:\\Windows\\system32\\services.exe
2,512,656,svchost.exe,0xa4827aadc240,0,-,0,False,2026-02-17 23:49:56.000000 UTC,2026-02-18 08:05:38.000000 UTC,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,-,-
2,3076,656,SecurityHealth,0xa48282918080,6,-,0,False,2026-03-11 11:47:58.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\SecurityHealthService.exe,C:\\Windows\\system32\\SecurityHealthService.exe,C:\\Windows\\system32\\SecurityHealthService.exe
2,1544,656,svchost.exe,0xa4828014f080,7,-,0,False,2026-02-18 03:48:06.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,C:\\Windows\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p -s wscsvc,C:\\Windows\\System32\\svchost.exe
2,2572,656,svchost.exe,0xa4827f53d080,5,-,0,False,2026-02-18 03:45:58.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,C:\\Windows\\system32\\svchost.exe -k netsvcs -p -s IKEEXT,C:\\Windows\\system32\\svchost.exe
2,2580,656,svchost.exe,0xa4827f4aa080,4,-,0,False,2026-02-18 03:45:58.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,C:\\Windows\\system32\\svchost.exe -k NetworkServiceNetworkRestricted -p -s PolicyAgent,C:\\Windows\\system32\\svchost.exe
2,1048,656,svchost.exe,0xa4827ab550c0,6,-,0,False,2026-02-17 23:49:57.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,C:\\Windows\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog,C:\\Windows\\System32\\svchost.exe
