TreeDepth,PID,Process,Base,Size,Name,Path,LoadCount,LoadTime,File output
0,328,smss.exe,0x7ff659850000,0x2e000,smss.exe,\\SystemRoot\\System32\\smss.exe,-1,2026-02-17 23:49:40.000000 UTC,Disabled
0,328,smss.exe,0x7fff985f0000,0x1f8000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,-1,2026-02-17 23:49:40.000000 UTC,Disabled
0,436,csrss.exe,0x7ff739330000,0x7000,csrss.exe,C:\\Windows\\system32\\csrss.exe,-1,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff985f0000,0x1f8000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,-1,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff95c60000,0x18000,CSRSRV.dll,C:\\Windows\\SYSTEM32\\CSRSRV.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff95c40000,0x16000,basesrv.DLL,C:\\Windows\\system32\\basesrv.DLL,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff95c20000,0x15000,winsrv.DLL,C:\\Windows\\system32\\winsrv.DLL,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff95d20000,0x2f6000,kernelbase.dll,C:\\Windows\\SYSTEM32\\kernelbase.dll,-1,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff984d0000,0xc2000,kernel32.dll,C:\\Windows\\SYSTEM32\\kernel32.dll,-1,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff95bf0000,0x23000,winsrvext.dll,C:\\Windows\\SYSTEM32\\winsrvext.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff96c80000,0x1a1000,USER32.dll,C:\\Windows\\system32\\USER32.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff96460000,0x4e000,cfgmgr32.dll,C:\\Windows\\SYSTEM32\\cfgmgr32.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff96e30000,0x354000,combase.dll,C:\\Windows\\SYSTEM32\\combase.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff96760000,0x2b000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
0,436,csrss.exe,0x7fff96250000,0x22000,win32u.dll,C:\\Windows\\system32\\win32u.dll,6,2026-02-17 23:49:51.000000 UTC,Disabled
